auc_roc,auc_pr,brier,balanced_accuracy,macro_f1,mcc,malignant_recall,malignant_precision,specificity
0.5322510822510822,0.20147309197300522,0.33337581440242986,0.4880952380952381,0.42877906976744184,-0.017471413945365305,0.47619047619047616,0.15384615384615385,0.4999999999954545
0.5494949494949495,0.2850264595709605,0.33611237279080863,0.49427609427609426,0.4470219435736677,-0.009096992001653901,0.48484848484848486,0.1927710843373494,0.5037037036999726
0.580078125,0.28627154078112615,0.3187709866672551,0.5390625,0.48842592592592593,0.06046140546499179,0.5,0.20588235294117646,0.5781249999954835
0.6049257759784075,0.346525072748215,0.33773801371055273,0.49122807017543857,0.43485086342229196,-0.013650342218369175,0.5,0.18055555555555555,0.4824561403466451
0.48425971470732904,0.2301173403031982,0.32135601400457187,0.41367437284800784,0.41356382978723405,-0.12894059229111549,0.21052631578947367,0.08888888888888889,0.6168224299007773
0.6789215686274509,0.2875243158019307,0.29872157818877143,0.5358893557422969,0.4715422276621787,0.04960485306111024,0.47619047619047616,0.15384615384615385,0.5955882352897384
0.48571428571428577,0.16990004845161458,0.32834681426454426,0.4704761904761905,0.4317765567765568,-0.04183672914099812,0.38095238095238093,0.12698412698412698,0.55999999999552
0.6173645793315404,0.3316747987498896,0.33730166211525553,0.5485977718017672,0.44328703703703703,0.06358058637366418,0.5789473684210527,0.14285714285714285,0.5182481751786989
0.4843552465233881,0.2708020982437388,0.3594436714367468,0.399968394437421,0.3651372212692967,-0.1605343213894186,0.39285714285714285,0.14102564102564102,0.40707964601409663
0.6275362318840579,0.24101319262551782,0.3206571696299961,0.5266304347826087,0.47269534679543457,0.03948429968433676,0.4782608695652174,0.1774193548387097,0.5749999999952083
0.5852713178294573,0.20853138588454911,0.3380037566657251,0.49342770475227504,0.41538461538461535,-0.009441351139592229,0.5217391304347826,0.14814814814814814,0.46511627906616193
0.482043795620438,0.1855015337028512,0.3179865189374529,0.4702189781021898,0.44976618262367707,-0.04455784397672327,0.32,0.13333333333333333,0.6204379561998509
0.6228070175438597,0.3200009458433521,0.31173939896185027,0.5634920634920635,0.5147689282202557,0.10439681091157811,0.5555555555555556,0.2597402597402597,0.5714285714242751
0.47240259740259744,0.14278115356205467,0.3423669752670337,0.4603896103896104,0.4231634182908546,-0.05478624488739689,0.36363636363636365,0.11428571428571428,0.5571428571388776
0.6346574913981858,0.217539499401564,0.3365046772657013,0.5416015014075696,0.4520054474366296,0.05808425171315621,0.5652173913043478,0.1625,0.5179856115070649
0.5563327032136105,0.21072673006980575,0.34154628560044614,0.5260869565217391,0.44623437045652803,0.03892494720807615,0.5652173913043478,0.18055555555555555,0.486956521734896
0.6161764705882352,0.2733681834837982,0.3370488427904172,0.5447058823529412,0.4646894533847586,0.06479593745797499,0.56,0.1794871794871795,0.5294117647019897
0.546962962962963,0.27476212489081664,0.3178840096610027,0.48770370370370364,0.4544708777686628,-0.01899874436348542,0.4074074074074074,0.16923076923076924,0.567999999995456
0.5052070104140208,0.24987409172314887,0.3187161875968894,0.4250698501397002,0.41063780796684324,-0.1198061047400319,0.3225806451612903,0.14285714285714285,0.5275590551139562
0.5894657258064516,0.3328508255604599,0.31697166771674234,0.5398185483870968,0.4904071773636991,0.06444671342440451,0.53125,0.2328767123287671,0.548387096769771
0.6175914994096812,0.3624657161893272,0.3048123863836324,0.5606847697756788,0.5191166321601104,0.10179774694929714,0.5428571428571428,0.2714285714285714,0.5785123966894338
0.5129310344827587,0.2238457947847125,0.3540111315939059,0.44726166328600403,0.391025641025641,-0.07043694485561547,0.4117647058823529,0.1044776119402985,0.48275862068549347
0.6447550034506556,0.29148090552928363,0.322341431844007,0.5346790890269151,0.46538623891937525,0.050254774430367105,0.5217391304347826,0.17391304347826086,0.5476190476147014
0.5702158273381295,0.20831613410303254,0.34409381317016574,0.5246043165467627,0.43919933277731443,0.035399383403460126,0.56,0.16470588235294117,0.48920863309000573
0.5983695652173914,0.21189162804687783,0.31679769334490226,0.4503623188405797,0.4134534475077959,-0.06655435411021504,0.35,0.10144927536231885,0.5507246376771687
0.4974993748437109,0.20576404915965016,0.32785044778484457,0.4526131532883221,0.43272727272727274,-0.07563420848915624,0.3548387096774194,0.15942028985507245,0.5503875968949583
0.5989756367663345,0.30764341145906493,0.324551433137514,0.5329457364341086,0.4808201058201058,0.050745138236287984,0.5,0.2,0.5658914728638303
0.6264157837047862,0.2749877611148871,0.31168118812448525,0.5073072707343808,0.4637655098003956,0.010900339917412369,0.43478260869565216,0.16666666666666666,0.5798319327682366
0.5325545171339564,0.2594241429770401,0.3441031797928654,0.48364485981308414,0.4377564979480164,-0.027090302611206443,0.5,0.20833333333333334,0.467289719621801
0.6466165413533834,0.33878498788949557,0.32950809592355396,0.6031578947368421,0.49365831640713154,0.1506038228963168,0.68,0.2125,0.526315789469727
0.5848313223344004,0.29932851004454397,0.3184641755826588,0.4929820241319872,0.4531763891293059,-0.011073071467167786,0.45161290322580644,0.18666666666666668,0.534351145034089
0.5147426286856571,0.20495514998965958,0.329405675033028,0.447776111944028,0.42519015850082864,-0.07989317650015844,0.3448275862068966,0.1388888888888889,0.5507246376771687
0.5416842996191282,0.17974792865679678,0.33119005075437624,0.5194667795175625,0.44213526820419796,0.02446584241465512,0.47058823529411764,0.11764705882352941,0.5683453237369184
0.564549713690786,0.3171143758994302,0.3092884122705865,0.48021863612701715,0.45936285936285937,-0.033589327063337775,0.4117647058823529,0.2153846153846154,0.5486725663668259
0.639968487394958,0.32913676537053865,0.32187783957380167,0.5399159663865546,0.4746957078795644,0.06018941535443209,0.5357142857142857,0.19480519480519481,0.5441176470548227
0.6007142857142858,0.2416222450389963,0.3108516594286535,0.55,0.49997928663159197,0.0772997115897927,0.5,0.2112676056338028,0.5999999999957143
0.547463429816371,0.24862986914446353,0.3207291194898359,0.503734827264239,0.4652014652014652,0.005844656146053493,0.4444444444444444,0.1875,0.5630252100793023
0.6678321678321678,0.26455934675198256,0.32852523987980065,0.5986013986013985,0.4784313725490196,0.1388138904878511,0.6818181818181818,0.19230769230769232,0.515384615380651
0.6736411736411737,0.37705996309137496,0.3177250281279608,0.5907888407888409,0.4918079397234958,0.12953695407634433,0.6296296296296297,0.19767441860465115,0.5519480519444679
