Group,gtype,drop_mean,drop_std,pct_drop,importance,n_valid
Image (768→128-dim),image,0.5714713046333066,0.03336863770797941,75.48290612014806,0.5714713046333066,50
Clinical features (23-dim),clinical,0.008519755624431604,0.006305290144108276,1.1253336934882963,0.008519755624431604,50
LR probability (1-dim),lr_prob,-0.0006701510283431178,0.0005353497006130669,-0.08851703794856831,-0.0006701510283431178,50
Clinical + LR (24-dim),clinical_lr,0.007484880431381127,0.005830590371619232,0.9886419883934565,0.007484880431381127,50
